Watchlist Scanner

Results
Industry,Symbol,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM)
Specialty Retail,EM,279 M,1.10,$0.13,$1.49,$0.05,3.2527,-.0152,1.6071
Specialty Retail,GME,"11,634 M",26.01,$0.33,$11.03,$0.33,4.1892,-.2533,1.1918
Specialty Retail,RERE,520 M,2.34,$0.33,$2.27,$0.00,-.2222,.3421,1.3779
Specialty Retail,BWMX,347 M,9.31,$1.56,$1.38,$0.74,44.291,8.4672,10.12
Specialty Retail,FND,"7,898 M",73.40,$1.17,$20.65,$1.89,9.7425,3.1475,2.4162
Specialty Retail,HD,"360,547 M",362.75,$16.49,$6.68,$14.91,385.37,15.585,14.476
Specialty Retail,LOW,"125,100 M",223.51,$13.58,($25.41),$12.23,-47.519,15.67,-3.0287
Specialty Retail,ASO,"2,587 M",38.88,$4.59,$29.33,$5.73,21.141,6.9372,2.4456
Specialty Retail,BBW,476 M,36.02,$2.05,$10.73,$3.80,38.539,14.779,2.0848
Specialty Retail,BBWI,"6,532 M",30.49,$3.00,($6.41),$3.61,-53.041,15.312,-3.5177
Specialty Retail,BNED,351 M,10.31,($3.75),$8.32,($3.83),-36.834,1.85,3.8387
Specialty Retail,CHWY,"15,863 M",38.35,$1.07,$0.63,$0.91,101.78,2.2693,11.53
Specialty Retail,DKS,"15,080 M",188.37,$6.33,$39.86,$14.05,40.076,9.319,3.2701
Specialty Retail,EYE,"1,234 M",15.61,$0.49,$10.36,($0.35),-3.3012,1.0169,2.4595
Specialty Retail,FIVE,"4,526 M",82.20,$1.94,$32.86,$4.60,14.948,4.9292,2.3998
Specialty Retail,FLWS,361 M,5.67,($0.16),$7.77,($0.12),-1.5247,-.9165,2.298
Specialty Retail,HZO,450 M,20.97,($1.99),$44.81,$2.44,5.9397,2.8193,2.6907
Specialty Retail,ODP,411 M,13.79,$0.94,$27.07,$3.08,11.111,3.843,4.373
Specialty Retail,PHH,385 M,14.60,<empty>,<empty>,<empty>,38.003,18.551,2.0472
Specialty Retail,SBH,819 M,8.03,$1.34,$6.44,$1.66,29.393,6.5585,4.1292
Specialty Retail,SIG,"2,680 M",62.48,$9.51,$42.87,($0.81),2.6188,5.0608,3.0925
Specialty Retail,TSCO,"27,091 M",50.96,$1.14,$4.21,$2.01,49.624,9.1118,4.6393
Specialty Retail,ULTA,"17,728 M",392.66,$20.42,$54.14,$25.34,50.386,16.707,2.4119
Specialty Retail,UPBD,"1,338 M",23.14,$2.58,$11.75,$2.13,19.178,7.3947,4.4804
Specialty Retail,WINA,"1,327 M",375.84,$12.40,($13.01),$11.19,-83.417,90.037,-.80674
Specialty Retail,WOOF,886 M,3.20,$0.18,$4.02,($0.37),-8.861,.1875,4.6644
Specialty Retail,WRBY,"1,962 M",16.16,$0.29,$2.81,($0.17),-6.3534,-2.8441,1.9893
Specialty Retail,AAP,"1,876 M",31.36,($1.61),$36.30,($9.84),-25.032,.1469,4.9762
Specialty Retail,ABG,"4,283 M",217.84,$28.43,$184.32,$20.94,11.916,6.0465,2.8208
Specialty Retail,AN,"6,654 M",175.58,($8.61),$63.43,$16.86,28.453,6.4803,5.5449
Specialty Retail,ARKO,471 M,4.11,$0.88,$2.39,$0.13,5.5366,1.7329,13.077
Specialty Retail,AZO,"62,658 M",3745.54,$118.61,($266.18),$149.46,-56.09,13.438,-4.064
Specialty Retail,BEVFF,352 M,2.10,$0.20,$1.20,$0.11,10.117,6.3675,2.0048
Specialty Retail,CANG,423 M,4.08,($1.63),$5.39,$0.35,7.5867,2.0748,1.4607
Specialty Retail,CRMT,386 M,46.71,($11.38),$67.56,$1.04,1.5029,3.3401,2.8811
Specialty Retail,CVNA,"34,818 M",259.17,$6.76,$9.45,$1.59,81.534,7.9556,6.7333
Specialty Retail,CWH,862 M,13.77,($0.15),$4.96,($0.55),-17.262,2.2437,16.577
Specialty Retail,EVGO,490 M,3.67,($0.96),($1.97),($0.41),-25.749,-9.7474,-3.1384
Specialty Retail,GPI,"5,343 M",413.11,$24.60,$234.33,$35.53,16.555,6.6281,3.3039
Specialty Retail,KMX,"10,059 M",65.88,$1.01,$40.72,$3.21,8.128,1.8061,4.3896
Specialty Retail,LAD,"7,703 M",295.94,$4.28,$258.92,$31.74,13.145,4.4978,3.4745
Specialty Retail,MNRO,382 M,12.76,$2.34,$21.67,$0.62,3.0249,1.9619,2.5735
Specialty Retail,MUSA,"10,021 M",506.24,$18.97,$41.97,$24.11,60.216,10.634,5.406
Specialty Retail,ORLY,"78,570 M",1378.09,$35.22,($23.77),$40.84,-173.02,13.728,-11.267
Specialty Retail,PAG,"10,259 M",155.04,$9.93,$80.92,$14.19,18.564,4.9303,3.1386
Specialty Retail,SAH,"2,144 M",63.12,$2.36,$32.15,$7.02,24.519,5.3031,5.3866
Specialty Retail,UXIN,922 M,4.47,($5.23),($0.25),($3.05),179.99,-8.4027,-5.7037
Specialty Retail,VVV,"4,394 M",34.57,$0.39,$1.80,$2.10,186.35,9.8584,10.225
Specialty Retail,ARHS,"1,175 M",8.36,$0.28,$2.44,$0.49,20.044,4.64,3.5093
Specialty Retail,HVT,304 M,18.81,$1.85,$18.90,$1.28,6.9736,2.1503,2.1047
Specialty Retail,RH,"3,540 M",189.02,($11.56),($8.74),$3.62,-31.416,5.0828,-27.842
Specialty Retail,W,"3,907 M",30.45,$1.10,($22.13),($2.88),12.673,-4.4488,-1.2172
Specialty Retail,WSM,"19,470 M",157.64,$9.02,$17.40,$8.79,52.702,16.951,2.4746
