Watchlist Scanner

Results
Industry,Symbol,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM)
"Electronic Equipment, Instruments & Components",GLW,"38,282 M",44.85,$1.26,$13.23,$0.52,4.8662,3.5923,2.5564
"Electronic Equipment, Instruments & Components",KN,"1,393 M",16.02,$1.13,$8.62,$0.27,2.682,2.8676,1.4516
"Electronic Equipment, Instruments & Components",LFUS,"4,723 M",191.09,$11.81,$99.39,$3.81,3.868,4.5896,1.5829
"Electronic Equipment, Instruments & Components",LPL,"3,090 M",3.09,($0.72),$8.86,($3.68),-21.699,-.1059,5.0982
"Electronic Equipment, Instruments & Components",ROG,"1,178 M",63.60,$2.93,$68.66,$0.90,1.3359,1.7801,1.189
"Electronic Equipment, Instruments & Components",VSH,"1,644 M",12.13,($1.07),$14.94,($0.23),-1.4069,1.5691,2.026
"Electronic Equipment, Instruments & Components",BHE,"1,251 M",34.66,$3.91,$30.60,$1.44,4.8376,3.1635,1.9332
"Electronic Equipment, Instruments & Components",CLS,"11,102 M",96.55,$2.80,$13.47,$3.58,25.848,6.6752,3.748
"Electronic Equipment, Instruments & Components",CTS,"1,176 M",39.19,$2.56,$17.97,$1.97,11.394,6.4787,1.4223
"Electronic Equipment, Instruments & Components",FLEX,"14,539 M",37.95,$3.36,$12.99,$2.48,17.679,3.7301,3.6603
"Electronic Equipment, Instruments & Components",FN,"7,521 M",209.91,$7.54,$53.10,$8.97,18.298,7.991,1.3734
"Electronic Equipment, Instruments & Components",IPGP,"2,473 M",57.88,$3.37,$47.58,($4.09),-8.1771,.3627,1.1308
"Electronic Equipment, Instruments & Components",JBL,"16,394 M",152.72,$10.96,$12.40,$4.18,24.104,4.6097,12.81
"Electronic Equipment, Instruments & Components",KE,451 M,18.38,$4.94,$21.89,$0.32,1.4851,3.3146,1.999
"Electronic Equipment, Instruments & Components",PLXS,"3,409 M",125.83,$12.93,$49.84,$5.14,10.929,3.9069,2.2829
"Electronic Equipment, Instruments & Components",SANM,"4,259 M",79.67,$4.89,$41.51,$4.32,11.158,4.6536,2.2387
"Electronic Equipment, Instruments & Components",TEL,"44,390 M",149.69,$9.21,$40.67,$4.58,11.22,8.1486,1.9575
"Electronic Equipment, Instruments & Components",TTMI,"2,635 M",25.93,$0.50,$15.58,$0.75,5.0198,3.5132,2.1768
"Electronic Equipment, Instruments & Components",ARW,"5,989 M",115.46,$18.77,$114.23,$7.28,6.6334,2.8119,3.612
"Electronic Equipment, Instruments & Components",AVT,"4,164 M",49.66,$8.49,$57.52,$3.56,6.4166,3.6123,2.3976
"Electronic Equipment, Instruments & Components",CDW,"23,128 M",175.52,$8.63,$17.74,$7.97,49.044,7.4951,6.239
"Electronic Equipment, Instruments & Components",CLMB,476 M,103.49,$5.16,$21.21,$4.26,22.747,5.9063,3.8727
"Electronic Equipment, Instruments & Components",CNXN,"1,717 M",67.60,$2.15,$34.22,$3.30,10.109,5.2658,1.4225
"Electronic Equipment, Instruments & Components",INGM,"4,464 M",19.01,$0.85,$15.90,$1.18,7.2987,2.8772,5.0295
"Electronic Equipment, Instruments & Components",NSIT,"4,256 M",133.30,$12.97,$49.85,$5.12,11.366,3.3905,4.9798
"Electronic Equipment, Instruments & Components",PLUS,"1,674 M",62.89,$9.05,$36.41,$3.91,11.387,5.1181,1.8349
"Electronic Equipment, Instruments & Components",SCSC,848 M,36.12,$10.07,$38.14,$2.54,6.7876,3.186,1.8903
"Electronic Equipment, Instruments & Components",SNX,"9,678 M",115.32,($1.07),$96.74,$8.00,8.4754,2.7316,3.577
Semiconductors & Semiconductor Equipment,ACLS,"1,869 M",58.08,$3.95,$31.29,$6.15,21.409,10.016,1.3318
Semiconductors & Semiconductor Equipment,ACMR,"1,279 M",20.03,$1.07,$14.37,$1.53,12.984,5.6399,2.0514
Semiconductors & Semiconductor Equipment,AMAT,"126,586 M",155.81,$7.21,$22.92,$7.66,35.186,15.558,1.79
Semiconductors & Semiconductor Equipment,AMKR,"4,353 M",17.62,$0.91,$16.82,$1.28,7.7264,3.6477,1.6652
Semiconductors & Semiconductor Equipment,ASML,"275,394 M",700.39,$25.57,$48.29,$23.95,55.618,15.335,2.5987
Semiconductors & Semiconductor Equipment,CAMT,"3,173 M",69.59,$2.47,$12.08,$2.42,23.116,8.0422,1.6242
Semiconductors & Semiconductor Equipment,COHU,737 M,15.84,($0.25),$17.80,($1.84),-9.8661,-4.6418,1.1786
Semiconductors & Semiconductor Equipment,DQ,872 M,13.00,($8.94),$64.67,($6.51),-9.329,-4.7397,1.4577
Semiconductors & Semiconductor Equipment,ENPH,"5,738 M",43.73,$3.52,$6.18,$1.08,17.132,3.0115,3.8314
Semiconductors & Semiconductor Equipment,ENTG,"11,862 M",78.39,$2.09,$24.43,$1.93,8.2474,3.9972,2.274
Semiconductors & Semiconductor Equipment,FORM,"2,286 M",29.66,$0.83,$12.49,$0.69,5.7401,2.5512,1.197
Semiconductors & Semiconductor Equipment,ICHR,566 M,16.60,$0.31,$20.53,($0.49),-2.3454,-.2649,1.4373
Semiconductors & Semiconductor Equipment,KLAC,"91,822 M",694.35,$26.27,$30.28,$27.49,104.1,19.229,3.7926
Semiconductors & Semiconductor Equipment,KLIC,"1,647 M",30.85,$0.64,$18.17,$0.06,.3133,1.201,1.2865
Semiconductors & Semiconductor Equipment,LRCX,"96,011 M",75.06,$2.93,$7.41,$3.59,53.138,17.291,2.0995
Semiconductors & Semiconductor Equipment,MKSI,"5,011 M",74.30,$6.09,$34.45,$2.81,7.9265,3.6565,3.6994
Semiconductors & Semiconductor Equipment,NVMI,"5,877 M",200.72,$7.49,$31.69,$5.75,21.895,9.2869,1.4986
Semiconductors & Semiconductor Equipment,ONTO,"6,114 M",125.19,$4.33,$39.11,$4.06,11.013,5.808,1.0993
Semiconductors & Semiconductor Equipment,PDFS,748 M,19.10,($0.21),$6.34,$0.10,1.7082,.193,1.2815
Semiconductors & Semiconductor Equipment,PLAB,"1,207 M",18.99,$2.84,$18.10,$2.35,14.291,8.2207,1.5116
Semiconductors & Semiconductor Equipment,SEDG,872 M,14.77,($7.56),$11.35,($31.64),-117.67,-24.413,3.9952
Semiconductors & Semiconductor Equipment,TER,"12,046 M",75.09,$3.77,$17.41,$3.53,21.551,10.558,1.3247
Semiconductors & Semiconductor Equipment,UCTT,874 M,19.36,$0.57,$19.33,$0.62,4.2937,2.9045,2.1686
Semiconductors & Semiconductor Equipment,VECO,"1,094 M",18.89,$0.81,$13.56,$1.23,10.215,3.7244,1.6238
Semiconductors & Semiconductor Equipment,ADI,"99,126 M",199.86,$6.42,$70.71,$3.13,4.429,2.6159,1.3677
Semiconductors & Semiconductor Equipment,ALAB,"11,724 M",71.09,$0.78,$5.95,($0.64),-14.867,-11.599,1.093
Semiconductors & Semiconductor Equipment,ALGM,"3,441 M",18.69,$0.03,$5.07,($0.35),-6.29,1.2778,1.5452
Semiconductors & Semiconductor Equipment,AMBA,"2,166 M",51.04,$0.57,$13.38,($2.84),-20.891,-11.751,1.2272
Semiconductors & Semiconductor Equipment,AMD,"163,048 M",100.36,$1.48,$35.49,$1.00,2.8926,1.9017,1.2025
Semiconductors & Semiconductor Equipment,AOSL,590 M,20.06,$1.07,$30.88,($0.80),-2.5656,-.9827,1.2563
Semiconductors & Semiconductor Equipment,ARM,"130,896 M",124.19,$0.60,$6.09,$0.76,14.112,3.5431,1.3236
Semiconductors & Semiconductor Equipment,ASX,"19,775 M",9.10,($0.08),$2.16,$0.23,11.062,3.5517,2.4851
Semiconductors & Semiconductor Equipment,AVGO,"963,006 M",204.81,$4.44,$14.84,$2.16,14.845,6.976,2.3694
Semiconductors & Semiconductor Equipment,BZAI,256 M,2.52,($3.11),($16.31),($3.50),74.776,-60.051,-.2837
Semiconductors & Semiconductor Equipment,CEVA,505 M,21.14,($0.01),$11.28,($0.37),-3.3098,-1.5384,1.159
Semiconductors & Semiconductor Equipment,CRDO,"8,223 M",48.43,($0.15),$3.64,$0.03,.8883,-.36,1.1645
Semiconductors & Semiconductor Equipment,CRUS,"5,137 M",96.66,$8.56,$36.94,$5.50,16.212,10.283,1.204
Semiconductors & Semiconductor Equipment,CSIQ,601 M,8.97,($41.37),$42.05,$0.54,-1.9824,.4366,4.799
Semiconductors & Semiconductor Equipment,DIOD,"1,822 M",39.21,$1.00,$38.75,$0.95,2.7641,1.3515,1.3292
Semiconductors & Semiconductor Equipment,FSLR,"13,918 M",129.78,($9.12),$76.34,$11.77,16.766,7.5017,1.4799
Semiconductors & Semiconductor Equipment,GFS,"19,512 M",35.29,$1.98,$19.49,($0.48),-2.3845,2.6117,1.5589
Semiconductors & Semiconductor Equipment,HIMX,"1,307 M",7.47,$0.59,$5.09,$0.46,9.0646,2.5975,1.842
Semiconductors & Semiconductor Equipment,IMOS,613 M,17.08,$0.04,$1.05,$1.17,5.6881,1.7395,1.8098
Semiconductors & Semiconductor Equipment,INDI,420 M,2.14,($0.43),$2.21,($0.76),-31.263,-11.679,2.2527
Semiconductors & Semiconductor Equipment,INTC,"88,592 M",20.31,($2.98),$22.87,($4.46),-18.127,-1.0919,1.9271
Semiconductors & Semiconductor Equipment,JKS,928 M,17.96,($5.49),$49.16,($5.04),-9.0583,-2.2307,6.643
Semiconductors & Semiconductor Equipment,LSCC,"6,680 M",48.58,$0.73,$5.14,$0.37,7.3864,3.7832,1.1635
Semiconductors & Semiconductor Equipment,MCHP,"25,858 M",48.08,$1.81,$11.22,$0.57,4.7102,2.5208,2.5918
Semiconductors & Semiconductor Equipment,MPWR,"30,486 M",636.71,$13.22,$68.24,$37.62,67.946,11.889,1.1649
Semiconductors & Semiconductor Equipment,MRVL,"48,642 M",56.31,$1.61,$15.50,($1.02),-6.2636,-.0256,1.5048
Semiconductors & Semiconductor Equipment,MTSI,"8,428 M",113.37,$2.39,$15.48,($1.43),-9.4894,2.8897,1.6019
Semiconductors & Semiconductor Equipment,MU,"92,334 M",82.62,$0.55,$43.50,$4.15,10.101,5.5216,1.5021
Semiconductors & Semiconductor Equipment,MXL,943 M,10.92,($1.06),$5.71,($2.64),-39.358,-10.271,1.7342
Semiconductors & Semiconductor Equipment,NVDA,"2,856,264 M",117.06,$2.48,$3.24,$2.94,119.18,57.417,1.4069
Semiconductors & Semiconductor Equipment,NVEC,293 M,60.66,$2.85,$13.02,$3.10,23.13,14.943,1.0257
Semiconductors & Semiconductor Equipment,NVTS,372 M,1.955,($0.36),$1.85,($0.46),-23.221,-17.952,1.1206
Semiconductors & Semiconductor Equipment,NXPI,"47,209 M",186.87,$6.73,$36.82,$9.18,25.442,8.7628,2.7011
Semiconductors & Semiconductor Equipment,OLED,"6,811 M",143.31,$3.44,$34.88,$4.81,14.609,8.652,1.1236
Semiconductors & Semiconductor Equipment,ON,"16,214 M",38.80,$3.29,$19.06,$1.47,7.8522,6.3026,1.6506
Semiconductors & Semiconductor Equipment,PENG,929 M,17.59,$2.60,$11.23,($0.16),-.5337,2.7803,3.0063
Semiconductors & Semiconductor Equipment,PI,"2,831 M",97.68,$1.57,$5.55,($0.08),-.7765,-.5351,2.9884
Semiconductors & Semiconductor Equipment,POET,332 M,4.34,($0.50),$0.27,($0.94),-442.59,-47.916,3.3667
Semiconductors & Semiconductor Equipment,POWI,"2,861 M",50.33,$1.12,$13.19,$0.56,4.2921,1.3593,1.1054
Semiconductors & Semiconductor Equipment,QCOM,"158,441 M",144.30,$10.53,$25.21,$9.79,42.205,13.428,1.997
Semiconductors & Semiconductor Equipment,QRVO,"6,659 M",71.30,$5.07,$36.38,$0.58,1.6007,.9562,1.749
Semiconductors & Semiconductor Equipment,RGTI,"2,655 M",9.25,($0.33),$0.45,($1.09),-170.2,-19.257,2.2497
Semiconductors & Semiconductor Equipment,RMBS,"5,464 M",50.87,$2.18,$10.80,$1.91,19.264,10.207,1.1893
Semiconductors & Semiconductor Equipment,SIMO,"1,813 M",53.35,$2.21,$22.96,$2.80,12.343,5.3387,1.2837
Semiconductors & Semiconductor Equipment,SITM,"3,943 M",166.20,($0.58),$29.65,($4.05),-13.298,-7.2154,1.2647
Semiconductors & Semiconductor Equipment,SKYT,348 M,7.25,$0.15,$1.21,($0.14),-4.0534,1.3004,5.4462
Semiconductors & Semiconductor Equipment,SLAB,"3,529 M",108.68,($0.80),$33.27,($5.93),-16.692,-7.76,1.1321
Semiconductors & Semiconductor Equipment,SMTC,"2,977 M",34.37,$0.61,$6.29,($2.26),-137.68,2.7912,2.6165
Semiconductors & Semiconductor Equipment,STM,"20,583 M",23.06,($0.05),$19.82,$1.18,6.3143,2.7857,1.406
Semiconductors & Semiconductor Equipment,SWKS,"10,271 M",66.88,$7.64,$39.83,$3.25,8.3418,5.2505,1.3016
Semiconductors & Semiconductor Equipment,SYNA,"2,282 M",58.23,$0.72,$35.12,$4.20,13.01,-1.4679,1.8367
Semiconductors & Semiconductor Equipment,TSM,"905,260 M",174.54,$1.04,$26.67,$7.59,31.655,14.33,1.5502
Semiconductors & Semiconductor Equipment,TXN,"149,707 M",164.79,$1.60,$18.05,$5.28,29.189,10.038,2.0576
Semiconductors & Semiconductor Equipment,UMC,"18,762 M",7.47,$0.05,$0.93,$0.11,11.552,5.4466,1.4669
Semiconductors & Semiconductor Equipment,WOLF,639 M,4.11,($21.81),$2.69,($7.71),-128.47,-3.5242,20.777
