Watchlist Scanner

Results
Industry,Symbol,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM)
Professional Services,PSN,"10,410 M",98.03,$5.16,$21.77,$0.72,5.673,5.8905,2.3539
Professional Services,RELX,"88,322 M",47.59,$1.36,$2.18,$1.26,59.12,11.74,4.5809
Professional Services,RGP,287 M,8.57,$0.69,$12.48,$0.36,2.9562,3.121,1.2201
Professional Services,SAIC,"5,846 M",118.06,$7.20,$32.50,$5.54,16.724,5.8253,3.2308
Professional Services,SPIR,359 M,14.76,($2.61),$3.51,($3.49),-79.866,-10.238,3.1412
Professional Services,TRI,"76,738 M",170.56,$4.46,$26.39,$4.93,19.38,6.3095,1.5523
Professional Services,TRU,"19,426 M",99.67,$2.49,$21.64,$1.14,5.7193,3.9464,2.6216
Professional Services,ULS,"10,676 M",53.35,$1.41,$4.36,$1.51,30.769,9.348,3.2993
Professional Services,VRSK,"40,536 M",287.06,$6.40,$2.12,$6.47,265.61,17.252,15.231
Professional Services,WLDN,613 M,43.42,$3.31,$15.86,$1.63,11.042,4.7462,1.997
Professional Services,BR,"27,519 M",235.43,$7.34,$18.87,$5.79,31.812,8.2676,3.6336
Professional Services,CNDT,644 M,4.03,($0.36),$5.49,$2.20,49.748,-.0208,3.2395
Professional Services,CNXC,"2,805 M",43.28,$5.73,$64.74,$3.08,5.7988,4.6083,2.9284
Professional Services,CSGS,"1,579 M",54.26,$3.90,$10.28,$2.27,23.703,6.171,4.8107
Professional Services,EXLS,"7,499 M",46.61,$1.19,$5.64,$1.14,21.309,10.24,1.7738
Professional Services,G,"7,964 M",45.16,$2.90,$13.58,$3.66,30.111,8.4437,2.2239
Professional Services,MMS,"4,351 M",72.70,$6.27,$30.53,$4.99,17.485,7.6167,2.242
Professional Services,SSNC,"18,854 M",76.12,$4.17,$27.55,$2.79,10.818,4.8785,2.7059
Professional Services,TASK,"1,359 M",15.22,$1.25,$5.48,$0.58,11.603,7.6151,1.9235
Professional Services,TIXT,"1,089 M",3.96,$1.47,$7.45,($0.05),1.5361,2.0907,2.2842
Professional Services,VRRM,"3,908 M",23.71,$0.90,$2.95,$0.60,22.71,8.2673,3.8035
Professional Services,WNS,"2,154 M",49.65,$3.90,$16.76,$2.83,15.377,7.9056,1.845
Air Freight & Logistics,ATSG,"1,445 M",21.98,$1.45,$22.48,($0.04),-.2035,1.488,2.6456
Air Freight & Logistics,CHRW,"12,462 M",105.43,$1.79,$13.89,$2.89,22.818,7.148,3.4226
Air Freight & Logistics,EXPD,"16,696 M",119.28,$4.15,$16.84,$5.12,30.29,12.048,2.1941
Air Freight & Logistics,FDX,"68,577 M",280.68,$12.65,$112.90,$16.20,15.07,4.7271,3.1545
Air Freight & Logistics,FLX,756 M,10.65,<empty>,<empty>,<empty>,9.1692,9.1616,-.39028
Air Freight & Logistics,FWRD,982 M,33.905,($2.56),$7.88,($29.66),-220.34,2.96,13.516
Air Freight & Logistics,GXO,"5,944 M",49.75,$2.13,$26.00,$0.89,3.726,2.2271,3.8313
Air Freight & Logistics,HUBG,"3,055 M",49.79,$3.53,$26.49,$1.77,6.6632,2.9908,1.7421
Air Freight & Logistics,RLGT,338 M,7.21,$0.03,$4.64,$0.18,4.1799,1.5663,1.767
Air Freight & Logistics,UPS,"107,192 M",125.61,$5.09,$19.76,$6.62,31.422,7.6248,4.0495
Air Freight & Logistics,ZTO,"14,869 M",18.49,$1.04,$10.74,$1.49,14.484,7.7132,1.5401
Passenger Airlines,AAL,"11,434 M",17.40,($0.84),($7.39),$0.42,-5.5055,2.7526,-13.088
Passenger Airlines,ALGT,"1,465 M",79.84,($9.80),$73.21,($1.47),-1.9647,1.0869,3.6836
Passenger Airlines,ALK,"6,898 M",54.34,($1.72),$35.51,$2.51,7.5128,2.8546,4.3668
Passenger Airlines,AZUL,256 M,2.2100,$1.17,($13.74),($2.53),20.251,7.3301,-.89892
Passenger Airlines,BLDE,370 M,4.72,($0.50),$2.98,($0.68),-20.732,-7.1401,1.2118
Passenger Airlines,CPA,"3,728 M",89.63,$2.62,$55.84,$15.07,29.147,9.0623,2.3784
Passenger Airlines,DAL,"41,640 M",64.53,$1.94,$21.28,$7.20,40.67,5.2711,5.5231
Passenger Airlines,JBLU,"2,286 M",6.59,($4.55),$7.62,($2.49),-28.166,-.6158,6.2886
Passenger Airlines,JOBY,"6,763 M",8.84,($0.63),$1.09,($0.70),-50.451,-31.069,1.2346
Passenger Airlines,LTM,"8,634 M",28.57,$0.00,$0.00,$0.00,138.29,5.9828,21.015
Passenger Airlines,LUV,"20,499 M",34.18,($3.23),$17.36,($0.08),-.4472,.4576,3.3471
Passenger Airlines,RYAAY,"25,277 M",46.65,$0.99,$7.89,$1.50,18.908,6.3347,2.1111
Passenger Airlines,SKYW,"4,419 M",109.58,$11.95,$57.30,$5.85,10.93,3.3936,3.0096
Passenger Airlines,SNCY,758 M,14.32,$1.80,$10.44,$0.82,8.4171,3.778,2.9135
Passenger Airlines,UAL,"32,980 M",100.28,$0.93,$34.78,$8.30,27.245,4.1137,6.3513
Passenger Airlines,ULCC,"1,309 M",5.81,($1.27),$2.45,($0.03),-1.1009,-3.4615,10.612
Passenger Airlines,UP,"1,493 M",2.140,($0.25),($0.17),($0.53),-2416.9,-16.044,-8.8652
Passenger Airlines,VLRS,976 M,8.48,$0.44,$0.28,$0.17,85.451,5.3435,17.163
Marine Transportation,CMRE,"1,583 M",13.21,$2.60,$20.79,$3.01,15.829,5.1594,2.1057
Marine Transportation,DAC,"1,573 M",81.37,($5.67),$175.16,$28.90,17.983,8.5926,1.2561
Marine Transportation,GNK,643 M,15.03,$0.97,$21.75,$1.58,7.4801,4.849,1.1232
Marine Transportation,GSL,780 M,22.01,$11.31,$39.15,$8.96,25.949,10.747,1.6131
Marine Transportation,KEX,"6,831 M",119.01,$6.04,$57.40,$5.20,9.4677,4.8435,1.7778
Marine Transportation,MATX,"5,019 M",151.14,$13.47,$76.99,$11.85,16.608,6.7945,1.7375
Marine Transportation,NMM,"1,455 M",48.82,($9.89),$99.10,$13.27,14.302,5.1537,1.8352
Marine Transportation,SB,410 M,3.84,($0.71),$7.73,$0.90,13.221,5.8606,1.6332
Marine Transportation,ZIM,"2,523 M",20.96,$21.45,$32.61,$11.94,44.432,11.98,2.8066
Ground Transportation,CNI,"67,256 M",106.96,$4.15,$22.88,$6.28,27.553,8.1812,2.7999
Ground Transportation,CP,"70,290 M",75.31,$1.65,$34.98,$2.80,8.0883,4.3966,1.8627
Ground Transportation,CSX,"66,434 M",34.45,$1.53,$6.71,$1.88,29.458,8.1636,3.3307
Ground Transportation,FIP,940 M,8.26,($0.83),$3.26,($1.98),-35.613,-.5402,6.5741
Ground Transportation,NSC,"58,999 M",260.78,($1.89),$60.93,$10.66,18.303,6.7668,3.1378
Ground Transportation,UNP,"141,603 M",233.57,$9.08,$27.33,$10.88,43.396,8.9935,4.0744
Ground Transportation,ARCB,"2,510 M",107.26,$3.44,$55.71,$8.04,15.279,4.9314,1.847
Ground Transportation,CVLG,749 M,56.86,($7.96),$32.74,$2.98,10.029,4.0739,2.3396
Ground Transportation,HTLD,938 M,11.95,$1.13,$10.52,($0.29),-2.7001,-1.5864,1.6488
Ground Transportation,JBHT,"18,249 M",180.99,$4.25,$39.67,$5.50,14.192,6.1939,2.0814
Ground Transportation,KNX,"8,985 M",55.50,$0.01,$43.61,$0.23,.5067,.7653,1.8169
Ground Transportation,LSTR,"6,405 M",181.29,$7.87,$28.75,$5.83,20.178,9.1338,1.7297
Ground Transportation,MRTN,"1,379 M",16.93,($1.12),$9.41,$0.41,4.4448,2.2383,1.3047
Ground Transportation,ODFL,"43,340 M",203.00,$4.57,$19.53,$5.72,30.241,19.01,1.2994
Ground Transportation,PAL,259 M,9.60,$0.09,$12.52,($0.43),<empty>,<empty>,1.472
Ground Transportation,PAMT,380 M,17.45,($1.29),$14.18,($0.11),-.7834,.0117,2.4497
Ground Transportation,R,"6,944 M",164.21,$2.52,$72.26,$10.69,15.537,3.0516,5.3982
Ground Transportation,RXO,"4,591 M",28.55,($0.30),$10.27,($2.17),-23.461,.9132,2.0533
Ground Transportation,SAIA,"13,721 M",515.93,($14.77),$84.13,$14.01,18.387,11.097,1.3812
Ground Transportation,SNDR,"5,513 M",31.47,$0.57,$16.94,$0.64,3.7742,2.1163,1.5418
Ground Transportation,TFII,"12,859 M",151.94,$8.23,$32.51,$5.49,17.489,6.9909,2.7254
Ground Transportation,UHAL,"13,718 M",72.85,($7.85),$37.35,$3.21,6.6059,2.469,2.6021
Ground Transportation,ULH,"1,260 M",47.88,($5.99),$23.98,$4.98,22.985,9.7959,2.4642
Ground Transportation,WERN,"2,433 M",39.37,($0.39),$23.44,$0.73,2.9769,1.5101,2.1551
Ground Transportation,XPO,"17,650 M",151.63,($6.84),$14.10,$3.08,26.075,6.3236,4.8282
Ground Transportation,YMM,"11,252 M",10.76,$0.29,$4.98,$0.40,8.5749,2.963,1.1162
Ground Transportation,CAR,"3,600 M",102.46,$14.91,($6.69),$11.08,-311.28,3.2915,-137.6
Ground Transportation,HTZ,"1,445 M",4.71,($2.70),$2.22,($9.09),-134.17,-3.2117,33.743
Ground Transportation,LYFT,"6,612 M",15.94,$1.59,$1.58,($0.17),-11.61,-2.0295,8.0258
Ground Transportation,UBER,"139,166 M",66.09,$2.86,$7.02,$2.02,34.326,4.0344,3.1879
Transportation Infrastructure,ASR,"7,938 M",264.59,$1.94,$8.52,$2.15,24.239,13.915,1.5595
Transportation Infrastructure,CAAP,"3,169 M",19.67,$2.44,$8.06,$2.09,26.504,6.096,3.2818
Transportation Infrastructure,OMAB,"3,501 M",72.52,$0.40,$1.21,$0.66,55.804,19.197,2.9527
Transportation Infrastructure,PAC,"9,699 M",191.95,$0.77,$2.03,$0.88,44.15,12.412,3.9247
Transportation Infrastructure,SKYH,375 M,12.76,($3.34),$1.68,($1.79),-54.154,-3.1201,10.733
