Watchlist Scanner

Results
Industry,Symbol,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM)
Air Freight & Logistics,FWRD,524 M,17.23,($4.08),$6.78,($30.40),-214.23,1.0144,13.893
Air Freight & Logistics,GXO,"4,458 M",38.08,$1.59,$25.13,$1.12,4.6146,2.4129,3.7516
Air Freight & Logistics,HUBG,"1,939 M",31.65,$2.37,$26.83,$1.70,6.2552,3.054,1.7437
Air Freight & Logistics,RLGT,280 M,5.96,$0.30,$4.67,$0.29,6.7181,2.7487,1.8035
Air Freight & Logistics,UPS,"79,634 M",93.96,$6.30,$18.42,$6.85,35.908,7.379,4.372
Air Freight & Logistics,ZTO,"15,079 M",18.89,$0.94,$10.65,$1.12,14.457,8.1579,1.4879
Passenger Airlines,AAL,"6,964 M",10.56,$2.40,($6.84),$1.02,-13.689,3.0316,-13.888
Passenger Airlines,ALGT,935 M,51.22,$0.18,$61.20,($13.49),-19.871,1.2547,4.0664
Passenger Airlines,ALK,"6,164 M",50.16,$1.35,$33.67,$2.83,8.8982,3.3387,4.7904
Passenger Airlines,CPA,"3,979 M",96.64,$8.15,$57.43,$14.55,27.058,8.6038,2.4201
Passenger Airlines,DAL,"29,579 M",45.30,$4.40,$23.81,$5.63,27.521,4.7345,5.0069
Passenger Airlines,GOLLQ,480 M,.3000,($0.36),($11.19),($2.33),23.22,1.4528,-.82454
Passenger Airlines,JBLU,"1,580 M",4.46,($3.68),$6.90,($0.82),-11.304,-.4461,6.9943
Passenger Airlines,JOBY,"5,079 M",6.42,($0.68),$1.16,($0.87),-62.467,-30.165,1.3191
Passenger Airlines,LTM,"9,919 M",32.82,$0.00,$0.00,$0.00,140.66,6.9285,16.691
Passenger Airlines,LUV,"17,256 M",30.28,($0.95),$16.43,$0.88,5.5927,.9334,3.5464
Passenger Airlines,RYAAY,"27,005 M",50.83,$1.31,$7.83,$1.53,20.746,6.7191,2.004
Passenger Airlines,SKYW,"3,926 M",97.02,$8.36,$61.00,$8.74,15.659,4.7028,2.8753
Passenger Airlines,SNCY,596 M,11.21,$2.22,$11.33,$0.98,9.4622,4.2112,2.6401
Passenger Airlines,UAL,"24,609 M",75.35,$14.69,$38.52,$10.95,33.572,4.8239,6.0329
Passenger Airlines,ULCC,795 M,3.49,($0.99),$2.50,$0.30,12.903,-2.9519,11.37
Passenger Airlines,UP,818 M,1.1700,($0.29),($0.41),($0.49),237.88,-14.27,-3.7867
Passenger Airlines,VLRS,469 M,4.08,$0.35,$0.27,$0.04,14.192,3.3771,18.051
Marine Transportation,CCEC,"1,181 M",20.11,($17.13),$23.00,$0.12,.6692,3.2938,3.0625
Marine Transportation,CMRE,846 M,7.05,$2.16,$20.95,$2.44,12.629,5.5567,2.0484
Marine Transportation,DAC,"1,508 M",80.76,($1.95),$180.37,$26.05,15.683,8.2997,1.2683
Marine Transportation,GNK,578 M,13.46,$1.63,$21.67,$1.75,8.3018,4.3879,1.1401
Marine Transportation,GSL,767 M,21.45,$5.31,$41.29,$9.67,26.71,10.427,1.6216
Marine Transportation,HSHP,254 M,5.46,($6.66),$3.65,$0.57,16.829,5.3827,5.559
Marine Transportation,KEX,"5,815 M",102.20,$7.14,$58.54,$5.05,8.7736,4.3965,1.7459
Marine Transportation,MATX,"3,102 M",94.48,$14.28,$80.28,$15.15,20.475,8.5716,1.7192
Marine Transportation,NMM,"1,061 M",35.99,($17.27),$102.47,$12.12,12.5,5.0746,1.8262
Marine Transportation,PANL,266 M,4.05,($0.08),$6.59,$0.63,8.2552,3.689,2.1889
Marine Transportation,SB,357 M,3.39,($0.21),$7.90,$0.83,11.991,5.0982,1.6873
Marine Transportation,SBLK,"1,747 M",14.96,$3.89,$21.10,$2.80,14.711,5.9876,1.6466
Marine Transportation,ZIM,"1,638 M",13.60,$29.40,$33.52,$17.82,66.264,15.77,2.8213
Ground Transportation,CNI,"62,606 M",99.77,$3.59,$23.95,$4.96,21.727,7.7246,2.6546
Ground Transportation,CP,"68,686 M",73.82,$1.75,$36.04,$2.86,8.2749,4.2867,1.8248
Ground Transportation,CSX,"53,294 M",28.37,$1.41,$6.48,$1.68,26.121,7.4452,3.5496
Ground Transportation,FIP,522 M,4.55,($1.01),$1.78,($2.72),-56.407,.062,11.717
Ground Transportation,NSC,"49,593 M",219.98,$8.35,$64.37,$14.65,24.542,6.7381,3.0184
Ground Transportation,UNP,"127,770 M",213.85,$9.70,$26.78,$11.10,42.468,8.9911,4.2703
Ground Transportation,ARCB,"1,357 M",58.93,$2.48,$56.22,$7.55,14.253,3.4743,1.859
Ground Transportation,CVLG,542 M,20.41,($1.14),$16.56,$1.38,8.3921,4.0267,2.2758
Ground Transportation,HTLD,594 M,7.56,$0.44,$10.28,($0.37),-3.4393,-1.3465,1.6648
Ground Transportation,JBHT,"13,188 M",132.95,$5.07,$38.98,$5.52,13.971,6.1103,2.1351
Ground Transportation,KNX,"6,735 M",41.56,$0.68,$43.91,$0.93,2.1036,1.285,1.7718
Ground Transportation,LSTR,"4,624 M",132.33,$7.19,$27.54,$5.51,20.032,8.5511,1.8647
Ground Transportation,MRTN,"1,034 M",12.69,($1.21),$9.42,$0.26,2.825,1.3512,1.2812
Ground Transportation,ODFL,"33,008 M",155.59,$4.12,$19.94,$5.33,26.593,16.778,1.2966
Ground Transportation,PAMT,371 M,17.03,($3.74),$12.37,($1.85),-13.768,-3.5434,2.6434
Ground Transportation,R,"5,839 M",141.25,$8.64,$72.64,$11.48,16.546,3.7763,5.4682
Ground Transportation,RXO,"2,129 M",12.99,($0.43),$9.92,($2.17),-26.292,.7157,2.1179
Ground Transportation,SAIA,"6,924 M",259.97,($7.60),$88.87,$11.99,14.634,8.9483,1.4257
Ground Transportation,SNDR,"3,924 M",22.40,$0.76,$17.06,$0.71,4.2022,2.362,1.6661
Ground Transportation,TFII,"6,830 M",81.34,$8.21,$31.34,$4.53,14.78,5.9665,2.7048
Ground Transportation,UHAL,"11,795 M",62.64,($10.13),$39.70,$2.29,6.0943,2.3125,2.612
Ground Transportation,ULH,586 M,22.26,($5.29),$24.56,$3.17,13.568,6.2845,2.785
Ground Transportation,WERN,"1,569 M",25.34,($1.35),$23.19,$0.29,1.1285,.6309,2.0795
Ground Transportation,XPO,"12,897 M",109.48,$1.06,$13.92,$3.25,26.178,5.8132,4.8043
Ground Transportation,YMM,"12,164 M",11.63,$0.38,$4.97,$0.40,8.4383,3.8367,1.0958
Ground Transportation,CAR,"3,537 M",100.50,$23.94,($66.30),($51.30),136.62,2.6314,-12.48
Ground Transportation,GRAB,"19,960 M",4.84,$0.18,$1.57,$0.00,-2.465,-1.0781,1.4526
Ground Transportation,HTZ,"1,912 M",6.21,($2.38),$0.50,($9.35),-176.39,-3.1002,142.5
Ground Transportation,LYFT,"5,292 M",12.59,$1.87,$1.83,$0.06,3.4823,-1.3868,7.086
Ground Transportation,UBER,"174,934 M",83.65,$3.29,$10.23,$4.56,56.004,3.8899,2.377
Transportation Infrastructure,ASR,"9,963 M",332.10,$1.73,$9.41,$2.28,24.217,14.119,1.5012
Transportation Infrastructure,CAAP,"3,230 M",20.05,$2.43,$8.50,$1.75,26.523,6.9732,3.0538
Transportation Infrastructure,OMAB,"4,653 M",96.39,$0.45,$1.48,$0.65,45.257,19.008,2.4346
Transportation Infrastructure,PAC,"11,240 M",222.46,$0.82,$2.42,$0.86,36.652,12.758,3.3632
Transportation Infrastructure,SKYH,379 M,11.20,($3.40),$3.11,($1.76),-36.761,-2.6615,5.3463
